timestamp,actual_consumption,actual_pv,price_buy,price_sell,heat_load,cool_load,gas,pv_c
2020-01-10 21:00:00-07:00,1093.969941,-0.075,0.049,0.031,2954.066561,202.5889849,9.51,0
2020-01-10 22:00:00-07:00,909.7829088,-0.075,0.031,0.031,3277.494324,188.1393219,9.51,0
2020-01-10 23:00:00-07:00,790.340265,-0.075,0.031,0.031,3564.725758,180.1096283,9.51,0
2020-01-11 00:00:00-07:00,650.9109158,-0.075,0.031,0.031,3848.084686,172.7910811,9.51,0
2020-01-11 01:00:00-07:00,600.9892442,-0.075,0.031,0.031,4014.686513,165.2573551,9.51,0
2020-01-11 02:00:00-07:00,585.1931294,-0.075,0.031,0.031,4167.312941,159.5039271,9.51,0
2020-01-11 03:00:00-07:00,583.261959,-0.075,0.031,0.031,4283.994516,154.4298993,9.51,0
2020-01-11 04:00:00-07:00,673.8200254,-0.075,0.031,0.031,4344.052546,150.0863616,9.51,0
2020-01-11 05:00:00-07:00,701.8653955,-0.075,0.031,0.031,4698.290046,147.615064,9.51,0
2020-01-11 06:00:00-07:00,1042.513901,-0.075,0.049,0.031,4563.197333,147.1984356,9.51,0
